loss,params,iteration,estimators,train_time
0.30279076916320835,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.7151508824221406, 'learning_rate': 0.0013076122149114138, 'min_child_samples': 80, 'num_leaves': 208, 'reg_alpha': 0.7326208244604929, 'reg_lambda': 0.8308524217622694, 'subsample_for_bin': 260000, 'subsample': 1.0, 'metric': 'auc', 'verbose': 1}",41,543,3.6062311000000022
0.30451221922139504,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.7455135697034203, 'learning_rate': 0.007398278728387472, 'min_child_samples': 60, 'num_leaves': 374, 'reg_alpha': 0.8254877313020179, 'reg_lambda': 0.5099784435181446, 'subsample_for_bin': 300000, 'subsample': 0.6449962660273469, 'metric': 'auc', 'verbose': 1}",42,18,1.214984599999994
0.2995564631227631,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.687123798796538, 'learning_rate': 0.0024245183040988486, 'min_child_samples': 70, 'num_leaves': 264, 'reg_alpha': 0.6701221408464927, 'reg_lambda': 0.8492938810178313, 'subsample_for_bin': 280000, 'subsample': 0.9126745302053361, 'metric': 'auc', 'verbose': 1}",43,333,2.3805730999999923
0.31597391476187353,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.7595258002428944, 'learning_rate': 0.07150881882426653, 'min_child_samples': 50, 'num_leaves': 279, 'reg_alpha': 0.29035782324290765, 'reg_lambda': 0.7508892511620889, 'subsample_for_bin': 80000, 'subsample': 1.0, 'metric': 'auc', 'verbose': 1}",44,14,0.48169580000001133
0.30723272511692246,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6373210051851812, 'learning_rate': 0.015795034445342384, 'min_child_samples': 95, 'num_leaves': 181, 'reg_alpha': 0.3738498090639939, 'reg_lambda': 0.9292259729367953, 'subsample_for_bin': 160000, 'subsample': 0.9230212040752409, 'metric': 'auc', 'verbose': 1}",45,63,0.7819279999999935
0.3023516237402015,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.6217243309299869, 'learning_rate': 0.0022623468694048295, 'min_child_samples': 55, 'num_leaves': 309, 'reg_alpha': 0.5881300458497936, 'reg_lambda': 0.6925711885581634, 'subsample_for_bin': 200000, 'subsample': 1.0, 'metric': 'auc', 'verbose': 1}",46,210,2.135069999999999
0.3048481654699954,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7349708235237035, 'learning_rate': 0.027507726239555136, 'min_child_samples': 90, 'num_leaves': 224, 'reg_alpha': 0.09210872166487649, 'reg_lambda': 0.9904665501357971, 'subsample_for_bin': 140000, 'subsample': 0.9028076338911856, 'metric': 'auc', 'verbose': 1}",47,38,0.7315282999999937
0.3032518718573657,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6019375529860972, 'learning_rate': 0.008742294206817975, 'min_child_samples': 65, 'num_leaves': 370, 'reg_alpha': 0.24959799295283608, 'reg_lambda': 0.31391888886291175, 'subsample_for_bin': 220000, 'subsample': 0.6494625228045245, 'metric': 'auc', 'verbose': 1}",48,276,6.795385599999989
0.3011747140065433,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.6967050767700818, 'learning_rate': 0.005852904777986807, 'min_child_samples': 60, 'num_leaves': 432, 'reg_alpha': 0.43000767144724367, 'reg_lambda': 0.562102479920878, 'subsample_for_bin': 260000, 'subsample': 1.0, 'metric': 'auc', 'verbose': 1}",49,171,1.4829634000000027
0.30343192148079834,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6617290191863306, 'learning_rate': 0.0037019245258752033, 'min_child_samples': 20, 'num_leaves': 211, 'reg_alpha': 0.6475267707740529, 'reg_lambda': 0.47727400145406756, 'subsample_for_bin': 120000, 'subsample': 0.9948256879294411, 'metric': 'auc', 'verbose': 1}",50,216,3.5514836999999915
0.3034868146586742,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7129457882726749, 'learning_rate': 0.0025253223458930087, 'min_child_samples': 70, 'num_leaves': 150, 'reg_alpha': 0.5587812566136448, 'reg_lambda': 0.6338189514896975, 'subsample_for_bin': 240000, 'subsample': 0.7947667560973798, 'metric': 'auc', 'verbose': 1}",51,288,6.637889999999999
0.30424653624047604,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.6867256673174408, 'learning_rate': 0.0016973619019054898, 'min_child_samples': 40, 'num_leaves': 343, 'reg_alpha': 0.9205895233439663, 'reg_lambda': 0.7356715568122031, 'subsample_for_bin': 300000, 'subsample': 1.0, 'metric': 'auc', 'verbose': 1}",52,370,3.72182269999999
0.32124805129218537,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6487604572295804, 'learning_rate': 0.19767151229109103, 'min_child_samples': 90, 'num_leaves': 313, 'reg_alpha': 0.05565588150364631, 'reg_lambda': 0.7994604583916691, 'subsample_for_bin': 280000, 'subsample': 0.7400468722643603, 'metric': 'auc', 'verbose': 1}",53,8,0.5862371999999993
0.3022879476538656,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.6109111996785581, 'learning_rate': 0.0030560231242405455, 'min_child_samples': 55, 'num_leaves': 122, 'reg_alpha': 0.7747392009102081, 'reg_lambda': 0.8734567416402553, 'subsample_for_bin': 20000, 'subsample': 1.0, 'metric': 'auc', 'verbose': 1}",54,207,1.997307200000023
0.30742814483016045,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8412754237915049, 'learning_rate': 0.013402930062053184, 'min_child_samples': 75, 'num_leaves': 99, 'reg_alpha': 0.15806151191208662, 'reg_lambda': 0.38259555377563836, 'subsample_for_bin': 200000, 'subsample': 0.8669097111827317, 'metric': 'auc', 'verbose': 1}",55,23,0.719423699999993
0.30906835298509105,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.7732310920611316, 'learning_rate': 0.009520969749425501, 'min_child_samples': 100, 'num_leaves': 170, 'reg_alpha': 0.8833022282661308, 'reg_lambda': 0.1466826521414034, 'subsample_for_bin': 120000, 'subsample': 0.5391365934778518, 'metric': 'auc', 'verbose': 1}",56,134,2.602533500000021
0.30292690424434043,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.7248946324514587, 'learning_rate': 0.004971235490816106, 'min_child_samples': 80, 'num_leaves': 357, 'reg_alpha': 0.4695625634201148, 'reg_lambda': 0.3041103790975377, 'subsample_for_bin': 300000, 'subsample': 1.0, 'metric': 'auc', 'verbose': 1}",57,154,1.3711073000000056
0.3052324177151263,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6258938838413478, 'learning_rate': 0.0015437885952718745, 'min_child_samples': 85, 'num_leaves': 258, 'reg_alpha': 0.6768536671385177, 'reg_lambda': 0.5653754813179248, 'subsample_for_bin': 220000, 'subsample': 0.6373502679313028, 'metric': 'auc', 'verbose': 1}",58,612,3.4831274000000008
0.30303010341874703,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.7914640549558971, 'learning_rate': 0.0036454095907119894, 'min_child_samples': 35, 'num_leaves': 386, 'reg_alpha': 0.8390661183509316, 'reg_lambda': 0.967395211114174, 'subsample_for_bin': 260000, 'subsample': 1.0, 'metric': 'auc', 'verbose': 1}",59,372,3.340296599999988
